property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,floor_category,luxury_category,price
flat,sector 9a,4,3,3+,Relatively New,1833.0,0,0,unfurnished,Mid-Rise,Standard,1.5
house,sector 4,2,1,1,Moderately Old,624.0,0,1,semifurnished,Low-Rise,Standard,0.47
flat,sector 113,3,3,3+,New Property,1980.0,1,0,semifurnished,Mid-Rise,Premium,2.48
flat,sector 30,2,2,1,Old Property,734.0,0,0,unfurnished,Low-Rise,Standard,0.85
flat,sector 82,3,3,3+,Relatively New,1955.0,1,0,unfurnished,Mid-Rise,Luxury,1.39
house,sector 50,3,2,0,Moderately Old,2160.0,0,0,semifurnished,Low-Rise,Standard,7.0
flat,sector 77,3,4,3+,Relatively New,1833.0,1,0,unfurnished,Mid-Rise,Luxury,1.09
flat,sector 65,3,3,3,Under Construction,1667.0,0,0,semifurnished,High-Rise,Premium,3.0
flat,sector 66,4,4,3+,Relatively New,3500.0,1,1,unfurnished,Mid-Rise,Luxury,4.85
flat,sector 58,3,4,1,Moderately Old,2164.0,1,0,unfurnished,High-Rise,Luxury,3.8
flat,sector 74,2,2,3,New Property,1281.0,0,0,unfurnished,High-Rise,Standard,1.47
flat,sector 90,3,3,3+,Relatively New,1929.0,1,0,semifurnished,Mid-Rise,Luxury,1.25
flat,sector 37c,3,3,3+,New Property,1697.0,0,0,semifurnished,Low-Rise,Premium,0.95
house,sector 4,3,2,1,Moderately Old,783.0,0,0,semifurnished,Low-Rise,Standard,0.67
flat,sector 67a,2,2,1,New Property,657.0,0,0,semifurnished,Mid-Rise,Standard,0.7
house,sector 25,6,5,2,Relatively New,6000.0,0,0,semifurnished,Low-Rise,Standard,16.0
flat,sector 92,4,4,3,Relatively New,1939.0,1,0,semifurnished,High-Rise,Premium,1.25
house,sector 2,4,4,2,Old Property,1557.0,0,0,semifurnished,Low-Rise,Standard,2.5
house,sector 4,3,3,2,Relatively New,76.0,0,0,semifurnished,Low-Rise,Standard,0.67
flat,sector 92,3,2,2,Relatively New,1473.0,0,0,semifurnished,Low-Rise,Standard,0.8
flat,sector 82,2,2,2,Relatively New,1299.0,0,0,semifurnished,Mid-Rise,Premium,1.0
flat,sector 99a,2,2,3,New Property,1368.0,0,0,semifurnished,Mid-Rise,Premium,1.1
flat,sohna road,2,2,3,New Property,978.0,0,0,semifurnished,Mid-Rise,Premium,0.85
house,sector 2,6,4,0,Moderately Old,4000.0,0,0,semifurnished,Low-Rise,Standard,5.0
flat,sector 65,4,3,2,Relatively New,3150.0,1,0,semifurnished,Low-Rise,Standard,3.2
flat,sector 99a,2,1,0,New Property,500.0,0,0,semifurnished,Mid-Rise,Standard,0.3
house,sector 45,6,4,3+,Old Property,2475.0,1,1,unfurnished,Low-Rise,Premium,7.35
house,sector 4,3,3,0,Moderately Old,117.0,0,0,semifurnished,Low-Rise,Standard,0.7
house,sector 7,2,4,2,Moderately Old,1102.0,0,0,semifurnished,Low-Rise,Standard,1.16
house,sector 40,3,3,2,Moderately Old,900.0,0,0,unfurnished,Low-Rise,Standard,2.1
flat,sector 107,2,2,1,Relatively New,598.0,0,0,furnished,Mid-Rise,Standard,0.49
flat,sector 102,2,2,3,Relatively New,1286.0,0,0,semifurnished,Low-Rise,Premium,1.4
flat,sector 70a,2,2,2,Relatively New,842.0,0,0,unfurnished,Mid-Rise,Standard,0.85
flat,sector 36a,2,2,2,Relatively New,856.0,0,0,semifurnished,Mid-Rise,Standard,0.75
house,sector 7,2,2,2,Old Property,1440.0,0,0,semifurnished,Low-Rise,Standard,2.0
flat,sector 65,3,3,3,Relatively New,1650.0,1,0,semifurnished,Mid-Rise,Standard,2.65
flat,sector 65,4,4,3+,Relatively New,2194.0,1,0,furnished,Low-Rise,Luxury,2.79
flat,sector 88a,3,3,3+,Relatively New,2296.0,1,0,semifurnished,Mid-Rise,Premium,1.38
flat,sector 49,3,3,3,Relatively New,1865.0,0,0,semifurnished,Low-Rise,Standard,2.45
flat,sector 92,4,5,3+,Moderately Old,1895.0,0,0,unfurnished,Mid-Rise,Luxury,0.92
house,sector 61,3,3,3,Under Construction,1549.0,0,0,semifurnished,Low-Rise,Luxury,2.01
flat,sector 82a,3,3,3,Moderately Old,1668.0,0,0,semifurnished,High-Rise,Standard,1.87
flat,sohna road,2,2,3,New Property,676.0,0,0,semifurnished,Low-Rise,Standard,0.54
flat,sector 102,2,2,2,Under Construction,828.0,0,0,semifurnished,Mid-Rise,Standard,1.35
flat,sector 37c,3,3,3,Relatively New,1595.0,0,0,semifurnished,Low-Rise,Standard,1.27
flat,sector 70a,3,3,3+,Relatively New,1723.0,0,0,unfurnished,Mid-Rise,Luxury,2.5
house,sector 109,4,5,3+,Relatively New,5400.0,1,1,semifurnished,Low-Rise,Luxury,5.7
house,sector 4,3,4,0,Moderately Old,1350.0,0,0,semifurnished,Low-Rise,Standard,0.47
flat,sector 95,2,2,2,New Property,571.0,0,0,unfurnished,Low-Rise,Standard,0.4
flat,sector 106,2,2,2,New Property,1539.0,0,0,semifurnished,Mid-Rise,Premium,1.05
house,sector 9a,9,9,3+,Relatively New,3150.0,0,0,unfurnished,Low-Rise,Standard,4.5
flat,sector 109,3,4,3,Relatively New,1896.0,1,0,semifurnished,Mid-Rise,Premium,2.15
flat,sector 72,4,5,3+,Relatively New,2629.0,1,0,unfurnished,Mid-Rise,Luxury,3.85
flat,sector 102,2,2,2,Relatively New,1100.0,0,0,semifurnished,Low-Rise,Premium,1.25
flat,sector 102,4,5,3+,Moderately Old,2311.0,1,0,semifurnished,High-Rise,Luxury,2.65
flat,sector 82,3,3,3,Moderately Old,1234.0,0,0,unfurnished,Mid-Rise,Luxury,0.86
flat,sector 88a,3,3,3,New Property,1652.0,0,0,semifurnished,Mid-Rise,Premium,1.65
flat,sector 110,4,5,3,Relatively New,3077.0,1,0,semifurnished,Mid-Rise,Luxury,3.7
flat,sector 112,4,5,3,Relatively New,4800.0,0,0,semifurnished,Mid-Rise,Premium,6.5
flat,sohna road,3,2,3+,New Property,1201.0,0,0,semifurnished,Low-Rise,Luxury,0.75
flat,sohna road,2,2,2,Relatively New,1319.0,0,0,unfurnished,Mid-Rise,Luxury,0.78
house,sector 7,10,5,3,Old Property,2700.0,1,0,semifurnished,Low-Rise,Standard,2.4
flat,new sector 2,2,2,2,Relatively New,73.0,0,0,semifurnished,Low-Rise,Standard,1.6
house,sector 112,4,4,3+,Relatively New,6350.0,1,0,unfurnished,Low-Rise,Premium,7.46
flat,sector 104,4,4,3+,Relatively New,2851.0,1,0,semifurnished,Mid-Rise,Luxury,2.6
flat,sector 113,4,4,3,Under Construction,2353.0,1,0,unfurnished,Mid-Rise,Luxury,3.45
house,sector 45,6,6,3+,Moderately Old,3240.0,1,1,unfurnished,Low-Rise,Premium,10.0
flat,sector 70,6,7,3+,Relatively New,5333.0,1,0,semifurnished,Low-Rise,Luxury,5.0
house,sector 66,4,4,3+,Relatively New,3240.0,1,1,unfurnished,Low-Rise,Luxury,12.0
flat,sector 79,2,2,3,Relatively New,1423.0,0,0,semifurnished,Low-Rise,Luxury,1.34
flat,sector 65,2,2,2,Relatively New,1010.0,0,0,unfurnished,Mid-Rise,Luxury,1.42
house,sector 22,6,6,3+,Old Property,2368.0,0,1,unfurnished,Low-Rise,Luxury,4.7
flat,sector 23,2,2,2,Moderately Old,706.0,0,0,semifurnished,Low-Rise,Standard,0.16
house,sector 33,5,7,3+,Relatively New,5056.0,1,0,semifurnished,Low-Rise,Premium,11.75
flat,sector 63a,3,3,3,Under Construction,2153.0,0,0,semifurnished,Low-Rise,Standard,3.15
flat,sector 79,3,3,3,Relatively New,1362.0,0,0,semifurnished,Mid-Rise,Luxury,1.28
flat,manesar,3,3,3+,Moderately Old,1914.0,1,0,semifurnished,Low-Rise,Standard,0.75
flat,sector 60,3,3,3,Relatively New,2300.0,1,0,unfurnished,Mid-Rise,Luxury,3.05
house,sector 39,1,1,1,Relatively New,450.0,0,0,semifurnished,Low-Rise,Standard,0.34
flat,sector 30,2,2,1,Old Property,896.0,0,0,semifurnished,Low-Rise,Premium,0.69
house,sector 50,5,4,3,Moderately Old,2160.0,0,1,unfurnished,Low-Rise,Luxury,7.1
flat,sector 82,2,2,2,Relatively New,1176.0,0,0,unfurnished,Low-Rise,Standard,0.85
flat,sector 108,2,3,3,Relatively New,1161.0,0,0,semifurnished,Mid-Rise,Premium,0.93
flat,sector 95,1,1,1,Relatively New,3569.0,0,0,semifurnished,Mid-Rise,Standard,0.19
house,sector 49,3,3,1,Old Property,1701.0,0,0,unfurnished,Low-Rise,Standard,3.75
flat,sector 77,3,3,3,Relatively New,1600.0,0,0,semifurnished,Mid-Rise,Standard,1.05
flat,sector 33,3,2,3,Under Construction,1512.0,0,0,semifurnished,Low-Rise,Standard,1.45
flat,sector 69,4,3,0,Relatively New,1826.0,0,0,semifurnished,Low-Rise,Standard,1.0
flat,sector 85,2,2,3,Relatively New,1630.0,0,0,semifurnished,Low-Rise,Standard,1.18
house,sector 4,2,3,2,Old Property,540.0,0,0,semifurnished,Low-Rise,Standard,0.5
flat,sector 36,2,2,1,New Property,590.0,0,0,semifurnished,Low-Rise,Standard,0.42
flat,sohna road,3,2,3+,Under Construction,978.0,0,0,semifurnished,Low-Rise,Luxury,0.79
flat,sector 102,3,3,3,Relatively New,1493.0,1,0,semifurnished,Mid-Rise,Luxury,1.45
flat,sector 83,3,3,3,Relatively New,1549.0,1,0,semifurnished,Mid-Rise,Premium,1.48
flat,sector 86,3,3,2,New Property,1690.0,0,0,semifurnished,Mid-Rise,Standard,0.9
flat,sector 108,3,4,2,Relatively New,2003.0,0,0,semifurnished,Mid-Rise,Luxury,2.9
flat,sector 109,3,4,3+,Relatively New,1946.0,1,0,semifurnished,Mid-Rise,Premium,1.75
flat,sector 36a,3,3,2,New Property,2297.0,0,0,semifurnished,High-Rise,Standard,3.65
flat,sector 113,3,4,3+,Relatively New,2350.0,1,0,semifurnished,Mid-Rise,Luxury,2.78
flat,sector 67,3,3,3,Relatively New,2047.0,0,0,unfurnished,Low-Rise,Standard,2.9
flat,sector 74,2,2,3+,Relatively New,1300.0,0,0,semifurnished,High-Rise,Luxury,1.55
house,sector 24,4,4,3,Under Construction,2844.0,1,1,unfurnished,Low-Rise,Luxury,3.51
flat,sohna road,3,2,3+,New Property,1210.0,0,0,semifurnished,Low-Rise,Premium,0.95
flat,sector 103,3,4,3+,Relatively New,1731.0,1,0,semifurnished,Low-Rise,Luxury,0.99
flat,sector 70,3,5,3,Relatively New,1527.0,1,0,semifurnished,Mid-Rise,Luxury,1.66
flat,sector 107,2,2,3,Relatively New,1281.0,0,0,unfurnished,Mid-Rise,Luxury,0.98
flat,sector 92,3,3,2,Relatively New,1574.0,0,0,semifurnished,Low-Rise,Standard,0.65
flat,sector 106,3,4,3+,Under Construction,1593.0,1,0,semifurnished,Mid-Rise,Premium,1.4
flat,sector 84,2,2,2,Relatively New,1086.0,0,0,semifurnished,Mid-Rise,Premium,0.6
flat,sector 65,2,2,3,Under Construction,1592.0,0,0,semifurnished,Mid-Rise,Standard,2.29
flat,sector 48,4,5,3+,Moderately Old,4120.0,0,0,unfurnished,Mid-Rise,Premium,4.25
flat,sector 112,3,3,2,Relatively New,2225.56,0,0,unfurnished,Mid-Rise,Luxury,3.4
flat,sector 102,2,2,3,Relatively New,1009.0,0,1,semifurnished,Low-Rise,Luxury,1.3
flat,sector 106,3,4,3+,Relatively New,1186.0,1,0,semifurnished,Mid-Rise,Standard,1.17
flat,sohna road,2,2,3,Relatively New,1148.0,0,0,semifurnished,Mid-Rise,Luxury,0.73
flat,sector 92,4,4,3+,Relatively New,1734.0,0,0,semifurnished,Low-Rise,Premium,0.75
house,sector 7,4,5,3+,Old Property,3600.0,1,0,semifurnished,Low-Rise,Standard,8.0
flat,sector 2,2,2,3,Moderately Old,1281.0,0,0,semifurnished,Low-Rise,Premium,0.98
house,sector 86,4,4,3+,Moderately Old,3400.0,1,1,unfurnished,Low-Rise,Luxury,2.5
flat,sector 103,3,3,3+,Relatively New,1671.0,0,0,semifurnished,Mid-Rise,Luxury,1.33
flat,sector 107,3,3,3,Relatively New,1750.0,0,0,unfurnished,Mid-Rise,Standard,1.2
flat,sector 83,2,2,2,Relatively New,850.0,0,0,unfurnished,Low-Rise,Luxury,0.78
flat,sector 48,3,3,3,Old Property,1700.0,0,0,unfurnished,Mid-Rise,Luxury,1.6
flat,sector 66,3,4,3,Relatively New,2200.0,0,0,semifurnished,Low-Rise,Standard,3.9
flat,sector 54,3,3,3,Moderately Old,1382.0,0,0,semifurnished,Low-Rise,Standard,5.7
house,sector 4,2,2,2,Moderately Old,61.0,0,0,semifurnished,Low-Rise,Standard,0.61
house,sector 26,5,5,3,Old Property,4518.0,1,1,unfurnished,Low-Rise,Luxury,13.5
flat,sector 56,3,2,3,Relatively New,2250.0,0,0,unfurnished,Low-Rise,Luxury,2.11
flat,sector 69,3,3,2,Relatively New,1305.0,0,0,semifurnished,Low-Rise,Premium,1.43
flat,sector 90,2,3,2,Relatively New,1502.0,0,0,unfurnished,Mid-Rise,Standard,0.7
house,sector 57,5,5,3+,Relatively New,5580.0,1,1,unfurnished,Low-Rise,Luxury,9.25
flat,sector 22,3,5,3+,New Property,2796.0,1,0,furnished,Low-Rise,Luxury,3.99
flat,sector 103,3,3,3+,Relatively New,1300.0,0,0,semifurnished,Mid-Rise,Standard,1.32
flat,sector 86,3,3,1,Relatively New,1747.0,0,0,furnished,Mid-Rise,Premium,2.2
flat,sector 36a,1,1,1,Relatively New,407.0,0,0,semifurnished,Mid-Rise,Premium,0.36
flat,sohna road,2,2,1,New Property,699.0,0,0,semifurnished,Low-Rise,Premium,0.35
flat,sector 82a,3,3,3+,Relatively New,1893.0,1,0,furnished,High-Rise,Luxury,2.2
flat,sector 83,3,3,2,Relatively New,1575.0,0,1,unfurnished,Low-Rise,Luxury,1.0
flat,sector 72,4,5,3+,New Property,2629.0,1,0,semifurnished,High-Rise,Luxury,4.1
flat,sector 70,2,2,2,New Property,1026.0,0,0,semifurnished,Low-Rise,Standard,1.1
flat,sector 91,4,3,3+,Relatively New,2578.0,0,0,furnished,Low-Rise,Standard,1.8
flat,sector 12,2,2,1,Moderately Old,737.0,0,0,semifurnished,Low-Rise,Standard,0.35
flat,sector 67a,2,2,2,New Property,1296.0,0,0,semifurnished,Low-Rise,Premium,1.3
flat,sector 67,3,3,3+,Relatively New,2095.0,1,0,unfurnished,High-Rise,Luxury,2.87
flat,sector 56,3,4,3,Old Property,2278.0,1,0,semifurnished,Mid-Rise,Premium,1.85
flat,sector 107,2,2,2,Relatively New,543.0,0,0,semifurnished,Low-Rise,Standard,0.27
house,sector 108,5,4,3+,Relatively New,7331.0,0,0,semifurnished,Low-Rise,Premium,10.5
flat,sector 68,2,2,3,New Property,1244.0,0,0,semifurnished,Mid-Rise,Luxury,1.1
flat,sector 92,3,2,2,Relatively New,1473.0,0,0,furnished,Mid-Rise,Standard,0.66
flat,sector 51,3,4,3,Moderately Old,1773.0,0,1,semifurnished,Low-Rise,Premium,1.7
house,sector 23,3,3,2,Moderately Old,2430.0,1,0,unfurnished,Low-Rise,Luxury,4.0
house,sector 2,4,3,2,Moderately Old,1557.0,0,1,unfurnished,Low-Rise,Premium,2.68
house,sector 12,7,7,3,Old Property,2700.0,0,0,semifurnished,Low-Rise,Standard,2.9
flat,sector 102,3,3,3,Relatively New,1531.0,0,0,semifurnished,Low-Rise,Luxury,1.76
house,sector 40,9,9,3+,Moderately Old,2367.0,1,1,unfurnished,Low-Rise,Premium,5.0
house,sector 82,3,3,2,New Property,1700.0,0,0,semifurnished,Low-Rise,Premium,1.4
flat,sector 61,3,3,2,Under Construction,1475.0,0,0,semifurnished,Low-Rise,Premium,2.3
flat,sector 70,3,4,2,Under Construction,1416.0,0,0,semifurnished,Mid-Rise,Standard,0.99
house,sector 43,9,9,3+,Relatively New,2700.0,1,0,furnished,Low-Rise,Standard,7.85
house,sector 82,4,4,3+,Relatively New,3240.0,1,1,semifurnished,Low-Rise,Standard,5.0
flat,sector 108,3,4,0,Relatively New,2850.0,0,0,semifurnished,Mid-Rise,Standard,1.5
flat,sector 49,5,5,3+,Moderately Old,3724.0,1,0,semifurnished,Mid-Rise,Standard,4.52
flat,sector 99a,4,5,3+,Relatively New,2150.0,1,0,semifurnished,Low-Rise,Standard,1.38
house,sector 109,3,2,0,Relatively New,2360.0,0,0,semifurnished,Low-Rise,Standard,1.55
flat,sector 70a,2,2,3,New Property,1400.0,0,0,semifurnished,Mid-Rise,Luxury,1.18
house,sector 83,3,3,3+,New Property,2160.0,1,0,semifurnished,Low-Rise,Standard,1.7
flat,sector 28,3,4,3,Old Property,3133.0,1,1,semifurnished,Mid-Rise,Standard,4.3
flat,sector 108,3,3,3+,Relatively New,1275.53,0,0,semifurnished,Mid-Rise,Premium,1.2
flat,sector 108,3,4,2,New Property,2003.0,0,0,semifurnished,Mid-Rise,Luxury,2.9
flat,sector 65,3,3,3,Moderately Old,3043.0,0,0,furnished,Mid-Rise,Standard,5.9
house,sector 7,4,4,2,Old Property,345.0,0,1,semifurnished,Low-Rise,Standard,2.43
flat,sector 109,3,3,3+,Relatively New,1584.0,0,0,semifurnished,Mid-Rise,Premium,1.4
flat,sohna road,2,2,3,Relatively New,1404.0,0,0,semifurnished,Mid-Rise,Luxury,0.72
flat,sector 92,3,2,3,Relatively New,1240.0,0,0,semifurnished,Mid-Rise,Standard,0.65
house,sector 82a,5,6,3+,Relatively New,5140.0,0,0,semifurnished,Mid-Rise,Premium,3.85
flat,sector 84,3,3,3,Relatively New,1652.0,0,0,semifurnished,High-Rise,Premium,0.88
flat,sector 90,3,3,3+,Relatively New,1817.0,1,0,semifurnished,Mid-Rise,Luxury,1.29
flat,sector 66,4,4,3+,Relatively New,2210.0,1,0,unfurnished,Low-Rise,Luxury,3.4
house,sector 109,4,4,3+,New Property,2430.0,1,0,semifurnished,Low-Rise,Premium,5.5
house,sector 24,4,4,3+,Relatively New,1080.0,0,1,furnished,Low-Rise,Standard,2.6
house,sector 57,4,3,3+,Moderately Old,1665.0,1,1,semifurnished,Low-Rise,Luxury,3.3
flat,sector 81,2,2,2,Under Construction,1194.0,0,0,semifurnished,Low-Rise,Standard,0.96
flat,sector 89,3,3,2,New Property,1581.0,0,0,semifurnished,Low-Rise,Standard,1.42
flat,sector 113,3,4,3,Relatively New,1930.0,1,0,semifurnished,Low-Rise,Luxury,2.35
flat,gwal pahari,3,3,3,New Property,1589.0,0,0,unfurnished,Low-Rise,Luxury,1.53
flat,sohna road,2,2,3,Relatively New,978.0,0,0,semifurnished,Mid-Rise,Standard,0.73
flat,sector 107,2,2,2,Relatively New,627.0,0,0,furnished,Low-Rise,Standard,0.38
flat,sector 92,4,5,3+,Relatively New,1692.0,1,0,semifurnished,Mid-Rise,Premium,0.9
flat,sector 22,3,4,3+,New Property,2000.0,1,0,unfurnished,Mid-Rise,Premium,3.5
house,sector 24,2,8,3+,Relatively New,1350.0,1,1,unfurnished,Low-Rise,Premium,4.5
flat,sector 111,4,5,3+,Moderately Old,2670.0,1,0,semifurnished,High-Rise,Luxury,3.65
flat,sector 63a,1,1,0,Under Construction,693.0,0,0,semifurnished,Mid-Rise,Standard,0.7
flat,sector 86,2,2,1,Relatively New,668.0,0,0,semifurnished,Low-Rise,Standard,0.5
flat,sector 65,2,2,3,New Property,1433.0,0,0,semifurnished,Low-Rise,Standard,2.65
house,sector 26,6,8,2,Relatively New,4518.0,1,1,unfurnished,Low-Rise,Luxury,18.9
flat,sector 86,3,4,3+,Relatively New,1747.0,1,0,semifurnished,Low-Rise,Premium,1.25
flat,sector 83,3,3,1,Moderately Old,1607.0,0,0,unfurnished,Mid-Rise,Premium,1.15
flat,sector 81,3,4,3+,Relatively New,1854.0,1,0,furnished,High-Rise,Luxury,2.3
flat,sector 81,2,2,2,Relatively New,664.0,0,1,unfurnished,Mid-Rise,Standard,0.45
flat,sector 56,4,4,2,Under Construction,2081.0,0,0,semifurnished,Low-Rise,Standard,2.0
flat,sector 66,3,2,3,Relatively New,1700.0,1,0,unfurnished,Mid-Rise,Luxury,2.4
flat,sector 91,2,2,3+,Relatively New,1302.0,0,0,unfurnished,Mid-Rise,Standard,0.89
flat,sector 102,3,3,3,Relatively New,1315.0,1,0,semifurnished,Mid-Rise,Premium,1.54
house,sector 50,3,9,3+,Relatively New,2160.0,1,0,furnished,Low-Rise,Luxury,5.88
flat,sector 86,3,4,3+,Moderately Old,1740.0,1,0,semifurnished,Mid-Rise,Premium,1.28
flat,sector 110,4,5,3,Relatively New,3077.0,1,0,semifurnished,Mid-Rise,Luxury,3.49
flat,sector 24,3,4,3+,Old Property,3201.0,1,0,unfurnished,Low-Rise,Luxury,4.25
flat,sector 48,3,3,0,Relatively New,1923.0,1,0,semifurnished,Mid-Rise,Premium,2.0
flat,manesar,3,3,3+,Moderately Old,1924.0,1,0,semifurnished,Mid-Rise,Standard,0.92
flat,sector 103,2,3,3,Relatively New,1257.0,1,0,semifurnished,Low-Rise,Premium,0.89
flat,sector 84,2,2,1,Relatively New,533.0,0,1,semifurnished,Low-Rise,Premium,0.34
house,sector 45,3,9,3+,Moderately Old,1836.0,0,0,unfurnished,Low-Rise,Premium,4.49
flat,sohna road,2,2,3+,Relatively New,1131.0,0,0,semifurnished,Mid-Rise,Luxury,0.72
flat,sector 83,3,4,3,Relatively New,1551.0,1,1,unfurnished,Low-Rise,Luxury,1.8
house,sector 50,6,6,0,Moderately Old,4861.0,0,0,semifurnished,Low-Rise,Standard,13.2
flat,sector 37d,2,2,3,Relatively New,1310.0,0,0,semifurnished,Mid-Rise,Luxury,0.8
flat,sector 104,3,4,3+,Relatively New,2072.0,1,0,semifurnished,Mid-Rise,Luxury,1.75
house,sector 48,3,3,2,Moderately Old,3240.0,1,0,furnished,Low-Rise,Luxury,8.2
flat,sector 82,4,4,3+,Relatively New,1774.0,1,0,semifurnished,Low-Rise,Luxury,1.3
flat,sector 3,2,2,2,Under Construction,1604.0,0,0,semifurnished,Mid-Rise,Standard,1.3
flat,sector 77,4,3,3,Relatively New,1765.0,1,0,semifurnished,Mid-Rise,Luxury,1.64
flat,sector 102,3,3,3,Relatively New,1690.0,0,0,unfurnished,Mid-Rise,Standard,2.15
house,sector 92,4,4,3+,Relatively New,5000.0,0,0,semifurnished,Low-Rise,Standard,2.75
flat,sector 95,2,2,2,Relatively New,1234.0,0,0,unfurnished,Mid-Rise,Premium,0.56
flat,dwarka expressway,3,4,3,Under Construction,3094.0,0,0,semifurnished,Mid-Rise,Standard,1.65
flat,sector 89,2,2,3,New Property,1228.0,0,0,semifurnished,Low-Rise,Standard,0.88
house,sector 54,4,4,0,Moderately Old,2430.0,0,0,semifurnished,Low-Rise,Standard,5.7
flat,sector 67,4,4,3+,Relatively New,2854.0,1,0,unfurnished,Mid-Rise,Luxury,4.5
flat,sector 89,3,3,3+,New Property,1946.0,1,0,semifurnished,Mid-Rise,Standard,1.85
flat,sector 83,3,2,2,Moderately Old,1500.0,0,0,semifurnished,Low-Rise,Premium,1.04
house,sector 46,4,3,3,Relatively New,90.0,0,0,unfurnished,Low-Rise,Standard,2.25
flat,sector 108,2,2,3,Relatively New,1548.0,0,0,semifurnished,Low-Rise,Standard,0.7
flat,sector 102,2,2,3,Relatively New,1238.0,0,0,semifurnished,Low-Rise,Standard,1.41
flat,sector 70a,3,4,3+,Relatively New,1706.0,0,0,furnished,High-Rise,Standard,1.75
flat,sector 3 phase 2,2,2,1,Relatively New,750.0,0,0,semifurnished,Low-Rise,Standard,0.3
flat,sector 90,4,4,3+,Relatively New,2005.0,0,0,semifurnished,Low-Rise,Standard,1.75
flat,sector 90,3,3,3+,Relatively New,1929.0,1,0,unfurnished,Mid-Rise,Luxury,1.3
flat,sector 53,4,4,3,Moderately Old,3068.0,1,0,unfurnished,Mid-Rise,Premium,6.44
flat,sector 71,2,2,2,Moderately Old,1086.0,0,0,semifurnished,Mid-Rise,Standard,0.82
flat,sector 50,3,3,2,Relatively New,1245.0,0,1,unfurnished,Mid-Rise,Luxury,1.4
flat,sector 85,2,2,3,Relatively New,1630.0,0,1,semifurnished,Mid-Rise,Luxury,1.11
flat,sector 81,2,2,3,Relatively New,955.0,0,0,semifurnished,Low-Rise,Premium,0.82
flat,sector 69,3,3,1,Relatively New,1376.0,0,0,semifurnished,Mid-Rise,Luxury,1.4
flat,sector 92,4,3,3,Relatively New,2533.0,1,0,semifurnished,Mid-Rise,Luxury,1.19
house,sector 109,5,6,3+,Moderately Old,2430.0,1,0,semifurnished,Low-Rise,Standard,6.1
flat,sector 31,3,2,2,Moderately Old,1450.0,0,0,furnished,Low-Rise,Luxury,1.2
flat,sector 81,4,4,3+,Moderately Old,2527.0,1,0,semifurnished,High-Rise,Premium,3.45
flat,sector 57,3,3,3,Moderately Old,2036.0,0,0,semifurnished,Mid-Rise,Premium,2.5
flat,sector 107,3,3,3,Relatively New,1758.0,0,0,semifurnished,Mid-Rise,Luxury,1.32
flat,sector 55,3,3,2,Moderately Old,1700.0,0,0,unfurnished,Mid-Rise,Standard,1.44
flat,sector 102,2,2,3,Relatively New,1100.0,0,0,unfurnished,Mid-Rise,Standard,1.26
flat,sector 22,3,3,3,Relatively New,1860.0,0,0,furnished,Mid-Rise,Standard,2.55
flat,sector 109,3,3,3,Relatively New,1550.0,0,0,semifurnished,Mid-Rise,Premium,1.6
house,sector 57,3,4,3,Moderately Old,1620.0,1,1,unfurnished,Low-Rise,Standard,3.75
flat,sohna road,2,2,1,Relatively New,681.0,0,0,unfurnished,Mid-Rise,Premium,0.25
flat,sector 49,3,4,3,Relatively New,2061.0,0,0,semifurnished,Low-Rise,Standard,2.38
flat,sector 65,3,3,3,Under Construction,2267.0,1,0,semifurnished,High-Rise,Standard,2.86
flat,sector 81,2,2,2,Relatively New,1112.0,0,0,unfurnished,Low-Rise,Luxury,0.95
flat,sector 99,2,2,3,New Property,1365.0,0,0,semifurnished,Low-Rise,Premium,0.82
flat,sector 103,2,2,3,Relatively New,1250.0,0,0,unfurnished,Mid-Rise,Luxury,1.15
flat,sector 85,4,5,3+,Relatively New,2545.0,0,0,semifurnished,Low-Rise,Premium,1.85
flat,sector 85,2,2,2,Relatively New,1075.0,0,0,semifurnished,Mid-Rise,Standard,0.69
flat,sector 67a,3,3,2,New Property,1346.0,0,1,unfurnished,Low-Rise,Luxury,1.6
flat,sector 56,3,2,3,Old Property,1750.0,1,0,unfurnished,Mid-Rise,Premium,1.39
flat,sector 85,2,2,3+,Relatively New,1464.0,0,1,semifurnished,Low-Rise,Luxury,1.1
flat,sector 37d,2,2,3,Moderately Old,1410.0,0,0,semifurnished,High-Rise,Premium,0.75
flat,sector 79,3,4,3+,Relatively New,2031.0,1,0,semifurnished,Mid-Rise,Luxury,2.03
house,sector 26,5,5,3+,Old Property,1800.0,1,1,semifurnished,Low-Rise,Premium,5.8
flat,sohna road,2,2,2,New Property,616.0,0,0,semifurnished,Mid-Rise,Premium,0.35
flat,sector 108,2,2,2,Under Construction,1250.0,0,0,semifurnished,Low-Rise,Premium,2.1
flat,sector 99a,2,1,2,New Property,511.0,0,0,semifurnished,Mid-Rise,Premium,0.3
flat,sector 56,1,1,2,Old Property,667.0,0,0,semifurnished,Low-Rise,Standard,0.5
flat,sector 37c,2,3,3+,Under Construction,1299.0,0,0,semifurnished,Mid-Rise,Premium,0.7
flat,sohna road,2,2,3,Under Construction,1131.0,0,0,semifurnished,Mid-Rise,Standard,0.95
house,sector 43,4,4,3+,Moderately Old,540.0,1,0,furnished,Low-Rise,Luxury,2.45
flat,sector 81,4,4,3+,New Property,2599.0,1,0,furnished,Mid-Rise,Luxury,3.45
